Código;Cliente;Data;Entradas;Saída;Patrimônio;Qtde. Cotas;Cota;Aporte de Títulos;Retirada de Títulos;Dia;Mês;Ano;Total
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-16;0,00;16.120,13;17.589.911,36;10.662.268,26555310;1,64973446;0,00;0,00;0,1274%;0,4141%;2,6523%;64,9734%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-16;0,00;0,00;34.292.260,68;21.601.931,58082440;1,58746270;0,00;0,00;0,5651%;0,0379%;2,4438%;58,7463%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-16;0,00;0,00;72.937.522,38;52.003.083,29844580;1,40256150;0,00;0,00;1,2672%;-4,6187%;10,5997%;40,2562%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-16;500.000,00;0,00;114.658.043,73;6.910.631,11557605;16,59154451;0,00;0,00;-0,5173%;-2,1980%;-2,7253%;65,9154%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-16;0,00;0,00;153.122.626,77;100.494.180,20570500;1,52369646;0,00;0,00;0,4612%;-2,6397%;0,3375%;52,3696%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-16;0,00;0,00;196.454.839,81;118.349.389,21560600;1,65995652;0,00;0,00;0,1488%;0,0759%;2,5683%;65,9957%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-16;1.580.000,00;0,00;238.178.879,54;144.682.672,65772100;1,64621565;0,00;0,00;0,1198%;0,4680%;2,7200%;64,6216%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-16;3.379,71;0,00;286.808.374,77;173.096.809,18908000;1,65692468;0,00;0,00;0,1944%;-0,5931%;2,6080%;65,6925%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-16;0,00;0,00;395.266.180,33;226.558.804,87052300;1,74465160;0,00;0,00;0,1408%;0,4812%;2,7140%;74,4652%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-16;29.982,97;0,00;579.939.222,95;347.657.393,67822100;1,66813429;0,00;0,00;0,1925%;-0,5671%;2,6100%;66,8134%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-16;1.580.000,00;0,00;1.106.103.279,67;658.551.135,37176500;1,67960120;0,00;0,00;0,1307%;0,4161%;2,6924%;67,9601%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-16;1.587.456,86;0,00;1.152.621.533,00;740.791.540,62597000;1,55593236;0,00;0,00;0,0992%;0,3507%;2,3022%;55,5932%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-17;0,00;0,00;17.594.134,57;10.662.268,26555310;1,65013055;0,00;0,00;0,0240%;0,4382%;2,6770%;65,0131%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-17;0,00;0,00;34.311.543,40;21.601.931,58082440;1,58835534;0,00;0,00;0,0562%;0,0941%;2,5014%;58,8355%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-17;0,00;0,00;73.058.475,64;52.003.083,29844580;1,40488738;0,00;0,00;0,1658%;-4,4605%;10,7831%;40,4887%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-17;0,00;0,00;114.299.335,26;6.910.631,11557605;16,53963775;0,00;0,00;-0,3129%;-2,5040%;-3,0296%;65,3964%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-17;0,00;0,00;153.391.187,92;100.494.180,20570500;1,52636887;0,00;0,00;0,1754%;-2,4690%;0,5134%;52,6369%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-17;0,00;0,00;196.348.605,86;118.349.389,21560600;1,65905889;0,00;0,00;-0,0541%;0,0218%;2,5128%;65,9059%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-17;0,00;0,00;238.262.409,50;144.682.672,65772100;1,64679298;0,00;0,00;0,0351%;0,5032%;2,7560%;64,6793%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-17;0,00;0,00;286.861.052,13;173.096.809,18908000;1,65722900;0,00;0,00;0,0184%;-0,5749%;2,6268%;65,7229%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-17;0,00;0,00;395.453.912,25;226.558.804,87052300;1,74548022;0,00;0,00;0,0475%;0,5289%;2,7628%;74,5480%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-17;0,00;0,00;580.042.735,29;347.657.393,67822100;1,66843204;0,00;0,00;0,0178%;-0,5493%;2,6283%;66,8432%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-17;0,00;0,00;1.106.365.822,13;658.551.135,37176500;1,67999987;0,00;0,00;0,0237%;0,4400%;2,7168%;68,0000%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-17;0,00;0,00;1.152.997.446,25;740.791.540,62597000;1,55643981;0,00;0,00;0,0326%;0,3834%;2,3356%;55,6440%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-18;0,00;0,00;17.600.092,60;10.662.268,26555310;1,65068934;0,00;0,00;0,0339%;0,4723%;2,7117%;65,0689%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-18;0,00;0,00;34.322.970,16;21.601.931,58082440;1,58888431;0,00;0,00;0,0333%;0,1274%;2,5356%;58,8884%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-18;0,00;0,00;72.939.659,48;52.003.083,29844580;1,40260259;0,00;0,00;-0,1626%;-4,6159%;10,6029%;40,2603%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-18;0,00;0,00;113.989.918,26;6.910.631,11557605;16,49486369;0,00;0,00;-0,2707%;-2,7679%;-3,2921%;64,9486%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-18;0,00;0,00;153.432.985,63;100.494.180,20570500;1,52678479;0,00;0,00;0,0272%;-2,4424%;0,5408%;52,6785%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-18;0,00;0,00;196.405.291,92;118.349.389,21560600;1,65953786;0,00;0,00;0,0289%;0,0507%;2,5424%;65,9538%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-18;0,00;0,00;238.342.587,83;144.682.672,65772100;1,64734715;0,00;0,00;0,0337%;0,5371%;2,7906%;64,7347%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-18;0,00;0,00;286.824.994,82;173.096.809,18908000;1,65702069;0,00;0,00;-0,0126%;-0,5874%;2,6139%;65,7021%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-18;0,00;1.489.000,00;394.157.267,08;225.706.159,24255800;1,74632925;0,00;0,00;0,0486%;0,5778%;2,8128%;74,6329%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-18;0,00;0,00;579.971.489,54;347.657.393,67822100;1,66822711;0,00;0,00;-0,0123%;-0,5615%;2,6157%;66,8227%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-18;0,00;1.489.000,00;1.105.250.661,98;657.665.125,16119100;1,68056754;0,00;0,00;0,0338%;0,4739%;2,7515%;68,0568%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-18;0,00;0,00;1.153.333.858,88;740.791.540,62597000;1,55689393;0,00;0,00;0,0292%;0,4127%;2,3654%;55,6894%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-19;0,00;46.000,00;17.565.459,67;10.634.419,10664770;1,65175545;0,00;0,00;0,0646%;0,5371%;2,7781%;65,1755%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-19;0,00;0,00;34.352.634,02;21.601.931,58082440;1,59025751;0,00;0,00;0,0864%;0,2140%;2,6242%;59,0258%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-19;0,00;0,00;73.337.875,24;52.003.083,29844580;1,41026013;0,00;0,00;0,5460%;-4,0951%;11,2068%;41,0260%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-19;0,00;0,00;113.901.419,58;6.910.631,11557605;16,48205752;0,00;0,00;-0,0776%;-2,8434%;-3,3672%;64,8206%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-19;0,00;0,00;153.198.385,69;100.494.180,20570500;1,52445033;0,00;0,00;-0,1529%;-2,5916%;0,3871%;52,4450%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-19;0,00;0,00;196.541.505,01;118.349.389,21560600;1,66068880;0,00;0,00;0,0694%;0,1200%;2,6135%;66,0689%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-19;0,00;0,00;238.509.887,92;144.682.672,65772100;1,64850347;0,00;0,00;0,0702%;0,6076%;2,8627%;64,8503%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-19;0,00;1.263.010,34;285.764.055,71;172.335.128,19810300;1,65818808;0,00;0,00;0,0705%;-0,5173%;2,6862%;65,8188%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-19;0,00;0,00;394.492.063,52;225.706.159,24255800;1,74781258;0,00;0,00;0,0849%;0,6632%;2,9001%;74,7813%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-19;0,00;167.428,53;580.208.911,51;347.557.100,53669900;1,66939162;0,00;0,00;0,0698%;-0,4921%;2,6873%;66,9392%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-19;0,00;0,00;1.105.977.780,70;657.665.125,16119100;1,68167315;0,00;0,00;0,0658%;0,5400%;2,8191%;68,1673%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-19;0,00;12.019,21;1.153.742.901,98;740.783.823,45055700;1,55746233;0,00;0,00;0,0365%;0,4494%;2,4028%;55,7462%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-20;10.985,73;0,00;17.561.398,43;10.641.075,75109980;1,65034051;0,00;0,00;-0,0857%;0,4510%;2,6900%;65,0341%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-20;0,00;0,00;34.296.843,19;21.601.931,58082440;1,58767484;0,00;0,00;-0,1624%;0,0512%;2,4575%;58,7675%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-20;0,00;300.000,00;71.417.920,58;51.785.551,54582580;1,37910901;0,00;0,00;-2,2089%;-6,2136%;8,7503%;37,9109%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-20;0,00;0,00;114.219.032,16;6.910.631,11557605;16,52801752;0,00;0,00;0,2788%;-2,5725%;-3,0977%;65,2802%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-20;0,00;0,00;152.548.501,03;100.494.180,20570500;1,51798344;0,00;0,00;-0,4242%;-3,0048%;-0,0387%;51,7983%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-20;0,00;0,00;195.786.822,41;118.349.389,21560600;1,65431206;0,00;0,00;-0,3840%;-0,2644%;2,2195%;65,4312%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-20;0,00;0,00;238.462.360,83;144.682.672,65772100;1,64817498;0,00;0,00;-0,0199%;0,5876%;2,8422%;64,8175%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-20;21.154,27;0,00;285.020.304,01;172.347.919,89885400;1,65374960;0,00;0,00;-0,2677%;-0,7836%;2,4114%;65,3750%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-20;0,00;0,00;394.277.111,91;225.706.159,24255800;1,74686022;0,00;0,00;-0,0545%;0,6084%;2,8441%;74,6860%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-20;0,00;0,00;578.684.371,51;347.557.100,53669900;1,66500517;0,00;0,00;-0,2628%;-0,7536%;2,4175%;66,5005%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-20;0,00;0,00;1.104.985.918,37;657.665.125,16119100;1,68016499;0,00;0,00;-0,0897%;0,4498%;2,7269%;68,0165%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-20;0,00;0,00;1.153.345.801,86;740.783.823,45055700;1,55692627;0,00;0,00;-0,0344%;0,4148%;2,3676%;55,6926%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-23;0,00;0,00;17.581.714,23;10.641.075,75109980;1,65224970;0,00;0,00;0,1157%;0,5672%;2,8088%;65,2250%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-23;0,00;0,00;34.356.452,83;21.601.931,58082440;1,59043430;0,00;0,00;0,1738%;0,2251%;2,6356%;59,0434%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-23;0,00;0,00;73.702.630,41;51.785.551,54582580;1,42322768;0,00;0,00;3,1991%;-3,2133%;12,2293%;42,3228%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-23;0,00;0,00;112.963.607,41;6.910.631,11557605;16,34635181;0,00;0,00;-1,0991%;-3,6433%;-4,1628%;63,4635%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-23;0,00;0,00;152.930.933,20;100.494.180,20570500;1,52178895;0,00;0,00;0,2507%;-2,7616%;0,2119%;52,1789%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-23;0,00;0,00;196.179.922,78;118.349.389,21560600;1,65763359;0,00;0,00;0,2008%;-0,0641%;2,4247%;65,7634%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-23;0,00;0,00;238.708.732,87;144.682.672,65772100;1,64987782;0,00;0,00;0,1033%;0,6915%;2,9485%;64,9878%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-23;0,00;0,00;285.792.678,22;172.347.919,89885400;1,65823109;0,00;0,00;0,2710%;-0,5148%;2,6889%;65,8231%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-23;0,00;17.500,00;394.776.606,83;225.696.154,38757300;1,74915079;0,00;0,00;0,1311%;0,7403%;2,9789%;74,9151%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-23;0,00;0,00;580.211.429,78;347.557.100,53669900;1,66939886;0,00;0,00;0,2639%;-0,4917%;2,6878%;66,9399%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-23;0,00;17.500,00;1.106.276.156,14;657.654.721,82967500;1,68215345;0,00;0,00;0,1183%;0,5687%;2,8485%;68,2153%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-23;0,00;0,00;1.153.988.181,66;740.783.823,45055700;1,55779344;0,00;0,00;0,0557%;0,4707%;2,4246%;55,7793%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-24;0,00;0,00;17.585.095,79;10.641.075,75109980;1,65256748;0,00;0,00;0,0192%;0,5866%;2,8286%;65,2567%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-24;0,00;0,00;34.338.397,75;21.601.931,58082440;1,58959849;0,00;0,00;-0,0526%;0,1724%;2,5817%;58,9598%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-24;0,00;0,00;73.604.872,69;51.785.551,54582580;1,42133994;0,00;0,00;-0,1326%;-3,3417%;12,0805%;42,1340%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-24;0,00;0,00;113.775.037,00;6.910.631,11557605;16,46376939;0,00;0,00;0,7183%;-2,9512%;-3,4744%;64,6377%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-24;0,00;0,00;152.688.471,00;100.494.180,20570500;1,51937625;0,00;0,00;-0,1585%;-2,9158%;0,0530%;51,9376%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-24;0,00;0,00;196.169.619,96;118.349.389,21560600;1,65754653;0,00;0,00;-0,0053%;-0,0694%;2,4194%;65,7547%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-24;0,00;0,00;238.770.492,28;144.682.672,65772100;1,65030468;0,00;0,00;0,0259%;0,7176%;2,9751%;65,0305%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-24;0,00;9.965,20;285.943.213,54;172.341.913,73552700;1,65916234;0,00;0,00;0,0562%;-0,4589%;2,7466%;65,9162%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-24;0,00;0,00;394.852.287,49;225.696.154,38757300;1,74948611;0,00;0,00;0,0192%;0,7596%;2,9986%;74,9486%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-24;16.186,90;7.201,56;580.547.753,76;347.562.479,88239400;1,67034069;0,00;0,00;0,0564%;-0,4356%;2,7457%;67,0341%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-24;0,00;0,00;1.106.483.980,61;657.654.721,82967500;1,68246945;0,00;0,00;0,0188%;0,5876%;2,8678%;68,2469%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-24;0,00;4.617,17;1.154.413.063,93;740.780.860,63657200;1,55837323;0,00;0,00;0,0372%;0,5081%;2,4627%;55,8373%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-25;0,00;0,00;17.596.810,51;10.641.075,75109980;1,65366838;0,00;0,00;0,0666%;0,6536%;2,8971%;65,3668%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-25;0,00;0,00;34.368.455,31;21.601.931,58082440;1,59098992;0,00;0,00;0,0875%;0,2601%;2,6715%;59,0990%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-25;0,00;0,00;74.762.539,62;51.785.551,54582580;1,44369496;0,00;0,00;1,5728%;-1,8214%;13,8433%;44,3695%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-25;0,00;0,00;113.367.649,81;6.910.631,11557605;16,40481859;0,00;0,00;-0,3581%;-3,2987%;-3,8200%;64,0482%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-25;0,00;0,00;153.031.146,11;100.494.180,20570500;1,52278615;0,00;0,00;0,2244%;-2,6979%;0,2775%;52,2786%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-25;0,00;0,00;196.333.286,75;118.349.389,21560600;1,65892945;0,00;0,00;0,0834%;0,0140%;2,5048%;65,8929%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-25;0,00;0,00;238.935.823,75;144.682.672,65772100;1,65144740;0,00;0,00;0,0692%;0,7873%;3,0464%;65,1447%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-25;0,00;0,00;286.434.765,03;172.341.913,73552700;1,66201453;0,00;0,00;0,1719%;-0,2878%;2,9232%;66,2015%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-25;0,00;215.000,00;394.932.112,31;225.573.352,84925200;1,75079240;0,00;0,00;0,0747%;0,8349%;3,0756%;75,0792%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-25;0,00;0,00;581.524.154,38;347.562.479,88239400;1,67314997;0,00;0,00;0,1682%;-0,2681%;2,9185%;67,3150%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-25;0,00;215.000,00;1.107.019.069,48;657.527.020,04600800;1,68361000;0,00;0,00;0,0678%;0,6558%;2,9375%;68,3610%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-25;0,00;0,00;1.155.018.699,70;740.780.860,63657200;1,55919079;0,00;0,00;0,0525%;0,5609%;2,5165%;55,9191%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-26;0,00;0,00;17.596.373,32;10.641.075,75109980;1,65362730;0,00;0,00;-0,0025%;0,6511%;2,8945%;65,3627%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-26;0,00;0,00;34.338.209,10;21.601.931,58082440;1,58958975;0,00;0,00;-0,0880%;0,1719%;2,5811%;58,9590%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-26;0,00;500.000,00;72.953.668,84;51.433.046,67831480;1,41842013;0,00;0,00;-1,7507%;-3,5402%;11,8502%;41,8420%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-26;0,00;0,00;112.583.805,12;6.910.631,11557605;16,29139267;0,00;0,00;-0,6914%;-3,9673%;-4,4850%;62,9139%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-26;0,00;0,00;152.551.263,37;100.494.180,20570500;1,51801092;0,00;0,00;-0,3136%;-3,0030%;-0,0369%;51,8011%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-26;0,00;0,00;196.211.836,97;118.349.389,21560600;1,65790325;0,00;0,00;-0,0619%;-0,0479%;2,4414%;65,7903%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-26;0,00;0,00;238.954.425,89;144.682.672,65772100;1,65157597;0,00;0,00;0,0078%;0,7951%;3,0544%;65,1576%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-26;0,00;0,00;285.709.311,17;172.341.913,73552700;1,65780514;0,00;0,00;-0,2533%;-0,5403%;2,6625%;65,7805%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-26;0,00;0,00;394.917.079,32;225.573.352,84925200;1,75072576;0,00;0,00;-0,0038%;0,8310%;3,0716%;75,0726%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-26;0,00;0,00;580.077.860,15;347.562.479,88239400;1,66898872;0,00;0,00;-0,2487%;-0,5161%;2,6625%;66,8989%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-26;0,00;0,00;1.106.977.640,15;657.527.020,04600800;1,68354700;0,00;0,00;-0,0037%;0,6520%;2,9337%;68,3547%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-26;0,00;214.237,33;1.154.605.912,58;740.643.434,11647900;1,55892276;0,00;0,00;-0,0172%;0,5436%;2,4988%;55,8923%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-27;0,00;0,00;17.604.135,79;10.641.075,75109980;1,65435678;0,00;0,00;0,0441%;0,6955%;2,9399%;65,4357%
CUST2345;WESTERN - IAJA WA 4 FICFI RENDA FIXA CP;2026-03-27;0,00;0,00;34.367.618,24;21.601.931,58082440;1,59095117;0,00;0,00;0,0856%;0,2577%;2,6690%;59,0951%
CUST2125;IAJA - IAJA CI FIC CI FIA - RL;2026-03-27;0,00;0,00;72.307.804,05;51.433.046,67831480;1,40586274;0,00;0,00;-0,8853%;-4,3942%;10,8600%;40,5863%
CUST2127;IAJA CI FIC CI FIM CP IE - RL;2026-03-27;0,00;0,00;111.937.988,07;6.910.631,11557605;16,19793999;0,00;0,00;-0,5736%;-4,5182%;-5,0329%;61,9794%
CUST2126;IAJA - IAJA CI COTAS EM CI FIM CP RL;2026-03-27;0,00;0,00;152.501.531,42;100.494.180,20570500;1,51751605;0,00;0,00;-0,0326%;-3,0346%;-0,0695%;51,7516%
CUST2314;ITAÚ ASSET - IAJA ITAÚ 2 FIC FI RF CP;2026-03-27;0,00;0,00;196.269.619,13;118.349.389,21560600;1,65839148;0,00;0,00;0,0294%;-0,0185%;2,4716%;65,8391%
CUST2349;BRAM - IAJA BRAM 1 CLASSE DE INV. EM COTAS  DE CLASSE RDA FI;2026-03-27;0,00;0,00;239.054.773,46;144.682.672,65772100;1,65226954;0,00;0,00;0,0420%;0,8375%;3,0977%;65,2270%
CUST1813;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL GAMA;2026-03-27;0,00;0,00;285.416.825,62;172.341.913,73552700;1,65610802;0,00;0,00;-0,1024%;-0,6421%;2,5574%;65,6108%
CUST2152;IAJA - SANGEST IAJA 3 FIC FI RDA FIXA CP FIF - RL;2026-03-27;0,00;11.725.000,00;383.401.628,12;218.879.682,08451300;1,75165472;0,00;0,00;0,0531%;0,8845%;3,1263%;75,1655%
CUST1812;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL BETA;2026-03-27;0,00;0,00;579.497.941,50;347.562.479,88239400;1,66732019;0,00;0,00;-0,1000%;-0,6156%;2,5599%;66,7320%
CUST2128;SANGEST - IAJA CIC CIRF CRED PRIV RESP. LIMITADA;2026-03-27;0,00;11.725.000,00;1.095.744.608,18;650.565.651,32015400;1,68429521;0,00;0,00;0,0444%;0,6968%;2,9794%;68,4295%
CUST1811;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST PL ALPHA;2026-03-27;0,00;0,00;1.155.786.981,60;740.643.434,11647900;1,56051742;0,00;0,00;0,1023%;0,6464%;2,6037%;56,0517%
CUST1814;IAJA - SANGEST INST ADVENTISTA DE JUBILAÇÃO ASSIST ADMINISTR;2026-03-30;0,00;0,00;17.616.757,49;10.641.075,75109980;1,65554291;0,00;0,00;0,0717%;0,7677%;3,0137%;65,5543%
